time,close
1681430400,185
1681689600,187.04
1681776000,184.31
1681862400,180.59
1681948800,162.99
1682035200,165.08
1682294400,162.55
1682380800,160.67
1682467200,153.75
1682553600,160.19
1682640000,164.31
1682899200,161.83
1682985600,160.31
1683072000,160.61
1683158400,161.2
1683244800,170.06
1683504000,171.79
1683590400,169.15
1683676800,168.54
1683763200,172.08
1683849600,167.98
1684108800,166.35
1684195200,166.52
1684281600,173.86
1684368000,176.89
1684454400,180.14
1684713600,188.87
1684800000,185.77
1684886400,182.9
1684972800,184.47
1685059200,193.17
1685404800,201.16
1685491200,203.93
1685577600,207.52
1685664000,213.97
1685923200,217.61
1686009600,221.31
1686096000,224.57
1686182400,234.86
1686268800,244.4
1686528000,249.83
1686614400,258.71
1686700800,256.79
1686787200,255.9
1686873600,260.54
1687219200,274.45
1687305600,259.46
1687392000,264.61
1687478400,256.6
1687737600,241.05
1687824000,250.21
1687910400,256.24
1687996800,257.5
1688083200,261.77
1688342400,279.82
1688515200,282.48
1688601600,276.54
1688688000,274.43
1688947200,269.61
1689033600,269.79
1689120000,271.99
1689206400,277.9
1689292800,281.38
1689552000,290.38
1689638400,293.34
1689724800,291.26
1689811200,262.9
1689897600,260.02
