time,close
1681430400,267.58
1681689600,270.02
1681776000,276.67
1681862400,279.31
1681948800,271.04
1682035200,271.19
1682294400,270.42
1682380800,262.41
1682467200,269.56
1682553600,272.26
1682640000,277.49
1682899200,289.1
1682985600,282.1
1683072000,278.02
1683158400,275.62
1683244800,286.8
1683504000,291.51
1683590400,285.71
1683676800,288.85
1683763200,285.78
1683849600,283.4
1684108800,289.53
1684195200,292.13
1684281600,301.78
1684368000,316.78
1684454400,312.64
1684713600,311.76
1684800000,306.88
1684886400,305.38
1684972800,379.8
1685059200,389.46
1685404800,401.11
1685491200,378.34
1685577600,397.7
1685664000,393.27
1685923200,391.71
1686009600,386.54
1686096000,374.75
1686182400,385.1
1686268800,387.7
1686528000,394.82
1686614400,410.22
1686700800,429.97
1686787200,426.53
1686873600,426.92
1687219200,438.08
1687305600,430.45
1687392000,430.25
1687478400,422.09
1687737600,406.32
1687824000,418.76
1687910400,411.17
1687996800,408.22
1688083200,423.02
1688342400,424.13
1688515200,423.17
1688601600,421.03
1688688000,425.03
1688947200,421.8
1689033600,424.05
1689120000,439.02
1689206400,459.77
1689292800,454.69
1689552000,464.61
1689638400,474.94
1689724800,470.77
1689811200,455.2
1689897600,443.09
