time,close
1681430400,95.71
1681689600,95.59
1681776000,96.47
1681862400,95.81
1681948800,94.83
1682035200,95.15
1682294400,95.44
1682380800,94.06
1682467200,93.71
1682553600,95.04
1682640000,94.72
1682899200,94.87
1682985600,94.8
1683072000,94.78
1683158400,94.97
1683244800,96.97
1683504000,96.79
1683590400,96.14
1683676800,97.52
1683763200,97.44
1683849600,97.85
1684108800,97.26
1684195200,98.25
1684281600,99.77
1684368000,102.34
1684454400,102.84
1684713600,101.77
1684800000,98.54
1684886400,98.32
1684972800,104.29
1685059200,104.08
1685404800,105.15
1685491200,105.94
1685577600,105.99
1685664000,105.89
1685923200,106.93
1686009600,107.1
1686096000,105.25
1686182400,107.48
1686268800,109.85
1686528000,116.43
1686614400,116.68
1686700800,122.27
1686787200,126.55
1686873600,125.46
1687219200,122.04
1687305600,122.1
1687392000,120.58
1687478400,118.64
1687737600,116.78
1687824000,117.84
1687910400,116.53
1687996800,117.78
1688083200,119.09
1688342400,117.15
1688515200,115.96
1688601600,115.45
1688688000,114.61
1688947200,114.38
1689033600,114.88
1689120000,116.02
1689206400,117.45
1689292800,119.27
1689552000,118.89
1689638400,120.77
1689724800,118.69
1689811200,115.88
1689897600,117.65
