time,close
1681430400,441.62
1681689600,440.09
1681776000,442.59
1681862400,445.49
1681948800,447.4
1682035200,446.4
1682294400,442.32
1682380800,419.83
1682467200,413.7
1682553600,429.16
1682640000,443.95
1682899200,442.51
1682985600,436.46
1683072000,429.65
1683158400,422.45
1683244800,425.95
1683504000,426.89
1683590400,427.68
1683676800,431.52
1683763200,424.89
1683849600,427.62
1684108800,426.21
1684195200,421.41
1684281600,431.86
1684368000,447.66
1684454400,446.03
1684713600,454.11
1684800000,449.8
1684886400,415.92
1684972800,413.1
1685059200,418.43
1685404800,406.09
1685491200,419.12
1685577600,422.12
1685664000,430.49
1685923200,442.84
1686009600,448.49
1686096000,422.36
1686182400,423.36
1686268800,431.55
1686528000,446.12
1686614400,447.55
1686700800,446.22
1686787200,456.31
1686873600,455.03
1687219200,455.13
1687305600,450.53
1687392000,450.84
1687478400,452.69
1687737600,453.3
1687824000,459.03
1687910400,459.63
1687996800,455.82
1688083200,458.19
1688342400,451.57
1688515200,457.84
1688601600,451.5
1688688000,448.19
1688947200,464.33
1689033600,463.7
1689120000,476.84
1689206400,481.35
1689292800,483.99
1689552000,490.82
1689638400,495.43
1689724800,500.56
1689811200,491.78
1689897600,492.52
