time,close
1681430400,64.56
1681689600,64.92
1681776000,64.36
1681862400,65.97
1681948800,65.43
1682035200,65.52
1682294400,65.66
1682380800,65.65
1682467200,66.2
1682553600,66.19
1682640000,64.97
1682899200,64.63
1682985600,63.67
1683072000,63.69
1683158400,65.9
1683244800,64.83
1683504000,64.68
1683590400,63.51
1683676800,61.81
1683763200,61.43
1683849600,61.05
1684108800,61.06
1684195200,59.69
1684281600,58.76
1684368000,58.8
1684454400,59.38
1684713600,58.83
1684800000,58.74
1684886400,57.6
1684972800,56.87
1685059200,57.15
1685404800,54.46
1685491200,53.4
1685577600,53.81
1685664000,54.85
1685923200,54.18
1686009600,54.93
1686096000,55.17
1686182400,55.08
1686268800,55.16
1686528000,55.15
1686614400,55.62
1686700800,56.67
1686787200,58.57
1686873600,58.21
1687219200,56.76
1687305600,56.73
1687392000,57.89
1687478400,57.12
1687737600,56.36
1687824000,56.53
1687910400,55.9
1687996800,55.59
1688083200,56.72
1688342400,57.26
1688515200,56.69
1688601600,55.33
1688688000,55.5
1688947200,55.58
1689033600,56.2
1689120000,57.23
1689206400,58.15
1689292800,58.19
1689552000,57.6
1689638400,57.5
1689724800,58.43
1689811200,58.73
1689897600,58.55
