time,close
1681430400,379.38
1681689600,377.92
1681776000,377.55
1681862400,380.11
1681948800,380.26
1682035200,377.67
1682294400,377.34
1682380800,369.59
1682467200,363.06
1682553600,371.42
1682640000,377.56
1682899200,374.15
1682985600,368.66
1683072000,345.25
1683158400,335.83
1683244800,348.4
1683504000,344.06
1683590400,342.65
1683676800,344.02
1683763200,341.58
1683849600,335.45
1684108800,345.67
1684195200,345.11
1684281600,356.63
1684368000,360.43
1684454400,371.25
1684713600,372.05
1684800000,370.42
1684886400,365.76
1684972800,392.06
1685059200,415.39
1685404800,417.21
1685491200,417.79
1685577600,426.75
1685664000,436.37
1685923200,434.18
1686009600,432.89
1686096000,418.32
1686182400,439.03
1686268800,454
1686528000,474.63
1686614400,478.99
1686700800,479.53
1686787200,490.91
1686873600,495.18
1687219200,485.86
1687305600,477.48
1687392000,477.58
1687478400,484.72
1687737600,479.51
1687824000,489.27
1687910400,482.43
1687996800,483.77
1688083200,488.99
1688342400,485.21
1688515200,487.26
1688601600,481.29
1688688000,485.27
1688947200,496.35
1689033600,504.74
1689120000,507.36
1689206400,517.28
1689292800,514.83
1689552000,522
1689638400,532.23
1689724800,527.17
1689811200,516.88
1689897600,520.23
