time,close
1681430400,165.21
1681689600,165.23
1681776000,166.47
1681862400,167.63
1681948800,166.65
1682035200,165.02
1682294400,165.33
1682380800,163.77
1682467200,163.76
1682553600,168.41
1682640000,169.68
1682899200,169.59
1682985600,168.54
1683072000,167.45
1683158400,165.79
1683244800,173.57
1683504000,173.5
1683590400,171.77
1683676800,173.555
1683763200,173.75
1683849600,172.57
1684108800,172.07
1684195200,172.07
1684281600,172.69
1684368000,175.05
1684454400,175.16
1684713600,174.2
1684800000,171.56
1684886400,171.84
1684972800,172.99
1685059200,175.43
1685404800,177.3
1685491200,177.25
1685577600,180.09
1685664000,180.95
1685923200,179.58
1686009600,179.21
1686096000,177.82
1686182400,180.57
1686268800,180.96
1686528000,183.79
1686614400,183.31
1686700800,183.95
1686787200,186.01
1686873600,184.92
1687219200,185.01
1687305600,183.96
1687392000,187
1687478400,186.68
1687737600,185.27
1687824000,188.06
1687910400,189.25
1687996800,189.59
1688083200,193.97
1688342400,192.46
1688515200,191.33
1688601600,191.81
1688688000,190.68
1688947200,188.61
1689033600,188.08
1689120000,189.77
1689206400,190.54
1689292800,190.69
1689552000,193.99
1689638400,193.73
1689724800,195.1
1689811200,193.13
1689897600,191.94
