time,close
1681430400,102.51
1681689600,102.74
1681776000,102.3
1681862400,104.3
1681948800,103.81
1682035200,106.96
1682294400,106.21
1682380800,102.57
1682467200,104.98
1682553600,109.82
1682640000,105.45
1682899200,102.05
1682985600,103.63
1683072000,103.65
1683158400,104
1683244800,105.655
1683504000,105.83
1683590400,106.62
1683676800,110.19
1683763200,112.18
1683849600,110.26
1684108800,111.2
1684195200,113.4
1684281600,115.5
1684368000,118.15
1684454400,116.25
1684713600,115.01
1684800000,114.99
1684886400,116.75
1684972800,115
1685059200,120.11
1685404800,121.66
1685491200,120.58
1685577600,122.77
1685664000,124.25
1685923200,125.3
1686009600,126.61
1686096000,121.23
1686182400,124.25
1686268800,123.43
1686528000,126.57
1686614400,126.66
1686700800,126.42
1686787200,127.11
1686873600,125.49
1687219200,125.78
1687305600,124.83
1687392000,130.15
1687478400,129.33
1687737600,127.33
1687824000,129.18
1687910400,129.04
1687996800,127.9
1688083200,130.36
1688342400,130.22
1688515200,130.38
1688601600,128.36
1688688000,129.78
1688947200,127.13
1689033600,128.78
1689120000,130.8
1689206400,134.3
1689292800,134.68
1689552000,133.56
1689638400,132.83
1689724800,135.36
1689811200,129.96
1689897600,130
