time,close
1681430400,259.1
1681689600,258.67
1681776000,259.69
1681862400,256.1
1681948800,255.78
1682035200,252.12
1682294400,256.1
1682380800,253.71
1682467200,248.17
1682553600,250.33
1682640000,253.29
1682899200,254.9
1682985600,250.42
1683072000,246
1683158400,243.69
1683244800,260.74
1683504000,264.69
1683590400,262.79
1683676800,263.45
1683763200,260
1683849600,256.57
1684108800,258
1684195200,255.48
1684281600,263.22
1684368000,256.49
1684454400,255.13
1684713600,255.52
1684800000,251.92
1684886400,249.76
1684972800,247.07
1685059200,244.1
1685404800,242.64
1685491200,247.41
1685577600,253.39
1685664000,257.03
1685923200,262.74
1686009600,263.2
1686096000,261.79
1686182400,264.51
1686268800,265.88
1686528000,266.99
1686614400,272.25
1686700800,263.77
1686787200,269.49
1686873600,268.83
1687219200,270.05
1687305600,273.83
1687392000,275.33
1687478400,274.85
1687737600,276.41
1687824000,275.8
1687910400,274.74
1687996800,277.25
1688083200,280.6
1688342400,280.33
1688515200,280.75
1688601600,279
1688688000,277.12
1688947200,278.34
1689033600,281.74
1689120000,268.69
1689206400,270.06
1689292800,282.76
1689552000,281.16
1689638400,284.82
1689724800,292.66
1689811200,294.22
1689897600,293.77
