time,close
1681430400,138.73
1681689600,139.83
1681776000,141.4
1681862400,141.22
1681948800,140.81
1682035200,140.54
1682294400,140.73
1682380800,137.67
1682467200,135.23
1682553600,137.05
1682640000,138.24
1682899200,141.2
1682985600,138.92
1683072000,135.98
1683158400,134.12
1683244800,136.74
1683504000,137.07
1683590400,136.41
1683676800,136.48
1683763200,136.05
1683849600,134.1
1684108800,135.23
1684195200,134.32
1684281600,138.45
1684368000,139.5
1684454400,139.18
1684713600,138.03
1684800000,136.59
1684886400,135.34
1684972800,135.67
1685059200,136.94
1685404800,137.46
1685491200,135.71
1685577600,137.58
1685664000,140.47
1685923200,139.09
1686009600,139.34
1686096000,140.69
1686182400,140.73
1686268800,141.01
1686528000,141
1686614400,142.02
1686700800,141.49
1686787200,143.09
1686873600,143.26
1687219200,142.53
1687305600,142.32
1687392000,139.58
1687478400,138.85
1687737600,139.19
1687824000,139.2
1687910400,138.59
1687996800,143.43
1688083200,145.44
1688342400,146.61
1688515200,144.64
1688601600,143.21
1688688000,144.34
1688947200,145.15
1689033600,147.42
1689120000,148.15
1689206400,148.87
1689292800,149.77
1689552000,153.38
1689638400,153.66
1689724800,154.25
1689811200,156.15
1689897600,154.95
