Date,Close
2022-03-01,466.68
2022-03-02,471.18
2022-03-03,459.08
2022-03-04,452.13
2022-03-05,452.13
2022-03-06,452.13
2022-03-07,437.97
2022-03-08,431.53
2022-03-09,450.87
2022-03-10,438.95
2022-03-11,416.38
2022-03-12,416.38
2022-03-13,416.38
2022-03-14,411.5
2022-03-15,421.66
2022-03-16,442.36
2022-03-17,444.36
2022-03-18,453.33
2022-03-19,453.33
2022-03-20,453.33
2022-03-21,453.59
2022-03-22,466.45
2022-03-23,422.9
2022-03-24,432.14
2022-03-25,431.62
2022-03-26,431.62
2022-03-27,431.62
2022-03-28,450.01
2022-03-29,466.33
2022-03-30,460.06
2022-03-31,455.62
2022-04-01,458.19
2022-04-02,458.19
2022-04-03,458.19
2022-04-04,468.81
2022-04-05,458.58
2022-04-06,444.33
2022-04-07,452.72
2022-04-08,445.34
2022-04-09,445.34
2022-04-10,445.34
2022-04-11,434.44
2022-04-12,426.77
2022-04-13,431.67
2022-04-14,420.44
2022-04-15,420.44
2022-04-16,420.44
2022-04-17,420.44
2022-04-18,425.47
2022-04-19,436.4
2022-04-20,428.11
2022-04-21,417.48
2022-04-22,408.67
2022-04-23,408.67
2022-04-24,408.67
2022-04-25,413.95
2022-04-26,399.12
2022-04-27,397.9
2022-04-28,410.53
2022-04-29,395.95
2022-04-30,395.95
2022-05-01,395.95
2022-05-02,407.29
2022-05-03,407.58
2022-05-04,423.35
2022-05-05,400.51
2022-05-06,391.01
2022-05-07,391.01
2022-05-08,391.01
2022-05-09,376.91
2022-05-10,393.03
2022-05-11,379.33
2022-05-12,388.49
2022-05-13,405.45
2022-05-14,405.45
2022-05-15,405.45
2022-05-16,402.86
2022-05-17,409.65
2022-05-18,397.88
2022-05-19,394.38
2022-05-20,399.09
2022-05-21,399.09
2022-05-22,399.09
2022-05-23,406.76
2022-05-24,398.41
2022-05-25,402.5
2022-05-26,408.6
2022-05-27,428.22
2022-05-28,428.22
2022-05-29,428.22
2022-05-30,428.22
2022-05-31,416.48
2022-06-01,418.16
2022-06-02,441.28
2022-06-03,429.76
2022-06-04,429.76
2022-06-05,429.76
2022-06-06,429.46
2022-06-07,433.42
2022-06-08,428.84
2022-06-09,426.42
2022-06-10,393.84
2022-06-11,393.84
2022-06-12,393.84
2022-06-13,371.65
2022-06-14,370.82
2022-06-15,376.92
2022-06-16,365.08
2022-06-17,360.79
2022-06-18,360.79
2022-06-19,360.79
2022-06-20,360.79
2022-06-21,362.99
2022-06-22,365.33
2022-06-23,376.64
2022-06-24,387.72
2022-06-25,387.72
2022-06-26,387.72
2022-06-27,381.07
2022-06-28,365.63
2022-06-29,368.5
2022-06-30,366.06
2022-07-01,368.48
2022-07-02,368.48
2022-07-03,368.48
2022-07-04,368.48
2022-07-05,376.49
2022-07-06,382.83
2022-07-07,390.89
2022-07-08,389.44
2022-07-09,389.44
2022-07-10,389.44
2022-07-11,384.16
2022-07-12,375.54
2022-07-13,371.94
2022-07-14,372.96
2022-07-15,379.86
2022-07-16,379.86
2022-07-17,379.86
2022-07-18,375.23
2022-07-19,387.83
2022-07-20,401.49
2022-07-21,408.91
2022-07-22,401.9
2022-07-23,401.9
2022-07-24,401.9
2022-07-25,391.96
2022-07-26,379.26
2022-07-27,392.78
2022-07-28,403.5
2022-07-29,410.12
2022-07-30,410.12
2022-07-31,410.12
2022-08-01,411.09
2022-08-02,409.96
2022-08-03,424.54
2022-08-04,430.59
2022-08-05,433.43
2022-08-06,433.43
2022-08-07,433.43
2022-08-08,434.34
2022-08-09,426.57
2022-08-10,438.4
2022-08-11,434.89
2022-08-12,445.67
2022-08-13,445.67
2022-08-14,445.67
2022-08-15,451.02
2022-08-16,447.56
2022-08-17,437.82
2022-08-18,439.03
2022-08-19,425.055
2022-08-20,425.055
2022-08-21,425.055
2022-08-22,411.35
2022-08-23,410.41
2022-08-24,405.65
2022-08-25,403.93
2022-08-26,381.02
2022-08-27,381.02
2022-08-28,381.02
2022-08-29,375.26
2022-08-30,375.07
2022-08-31,373.44
