date,close
2023-03-24,374.96
2023-03-27,373.15
2023-03-28,373.4
2023-03-29,379.16
2023-03-30,381.9
2023-03-31,385.37
2023-04-03,380.08
2023-04-04,385.15
2023-04-05,382.02
2023-04-06,380.6
2023-04-10,376.25
2023-04-11,371.11
2023-04-12,369.89
2023-04-13,378.8
2023-04-14,379.38
2023-04-17,377.92
2023-04-18,377.55
2023-04-19,380.11
2023-04-20,380.26
2023-04-21,377.67
2023-04-24,377.34
2023-04-25,369.59
2023-04-26,363.06
2023-04-27,371.42
2023-04-28,377.56
2023-05-01,374.15
2023-05-02,368.66
2023-05-03,345.25
2023-05-04,335.83
2023-05-05,348.4
2023-05-08,344.06
2023-05-09,342.65
2023-05-10,344.02
2023-05-11,341.58
2023-05-12,335.45
2023-05-15,345.67
2023-05-16,345.11
2023-05-17,356.63
2023-05-18,360.43
2023-05-19,371.25
2023-05-22,372.05
2023-05-23,370.42
2023-05-24,365.76
2023-05-25,392.06
2023-05-26,415.39
2023-05-30,417.21
2023-05-31,417.79
2023-06-01,426.75
2023-06-02,436.37
2023-06-05,434.18
2023-06-06,432.89
2023-06-07,418.32
2023-06-08,439.03
2023-06-09,454
2023-06-12,474.63
2023-06-13,478.99
2023-06-14,479.53
2023-06-15,490.91
2023-06-16,495.18
2023-06-20,485.86
2023-06-21,477.48
2023-06-22,477.58
2023-06-23,484.72
2023-06-26,479.51
2023-06-27,489.27
2023-06-28,482.43
2023-06-29,483.77
2023-06-30,488.99
2023-07-03,485.21
2023-07-05,487.26
2023-07-06,481.29
2023-07-07,485.27
2023-07-10,496.35
2023-07-11,504.74
2023-07-12,507.36
2023-07-13,517.28
2023-07-14,514.83
2023-07-17,522
2023-07-18,532.23
2023-07-19,527.17
2023-07-20,516.88
2023-07-21,520.23
2023-07-24,523.86
2023-07-25,525.34
2023-07-26,514.55
2023-07-27,513.97
2023-07-28,528.87
2023-07-31,546.17
2023-08-01,549.1
2023-08-02,530.3
2023-08-03,523.76
2023-08-04,526.88
2023-08-07,529.73
2023-08-08,520.6
2023-08-09,513.78
2023-08-10,515.83
2023-08-11,508.45
2023-08-14,522.25
2023-08-15,518.7
2023-08-16,514.49
2023-08-17,511.67
2023-08-18,508.13
2023-08-21,520.47
2023-08-22,519.48
2023-08-23,530.71
2023-08-24,512.43
2023-08-25,525.06
2023-08-28,529.92
2023-08-29,540.57
2023-08-30,545.36
2023-08-31,559.34
2023-09-01,563.21
2023-09-05,564.88
2023-09-06,561.94
2023-09-07,560.46
2023-09-08,560.36
2023-09-11,564.5
2023-09-12,542.21
2023-09-13,553.56
2023-09-14,552.16
2023-09-15,528.89
2023-09-18,532.42
2023-09-19,541.69
